,date,time,latitude,longitude,type,depth,depth_error,depth_seismic_stations,magnitude,magnitude_type,magnitude_error,magnitude_seismic_stations,azimuthal_gap,horizontal_distance,horizontal_error,root_mean_square,id,source,location_source,magnitude_source,status,geocode_data,city,country,latlng,year
2213,10/21/2011,17:57:16,-28.993000000000002,-176.238,Earthquake,33.0,,707.0,7.4,MWW,,,14.8,,,0.87,USP000J9NM,US,US,US,Reviewed,{},,,"-28.993,-176.238",2011
2214,10/23/2011,10:41:23,38.721,43.508,Earthquake,18.0,,693.0,7.1,MWW,,,19.7,,,0.93,USP000J9RR,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Van Merkez', 'short_name': 'Van Merkez', 'types': ['colloquial_area', 'political']}, {'long_name': 'Akçaören Mahallesi', 'short_name': 'Akçaören Mahallesi', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Tu?ba', 'short_name': 'Tu?ba', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Van', 'short_name': 'Van', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Turkey', 'short_name': 'TR', 'types': ['country', 'political']}, {'long_name': '65090', 'short_name': '65090', 'types': ['postal_code']}], 'formatted_address': 'Akçaören Mahallesi, Unnamed Road, 65090 Tu?ba/Van, Turkey', 'geometry': {'bounds': {'northeast': {'lat': 38.7310759, 'lng': 43.4983541}, 'southwest': {'lat': 38.7283954, 'lng': 43.4958781}}, 'location': {'lat': 38.7290478, 'lng': 43.4978753}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 38.7310846302915, 'lng': 43.4984650802915}, 'southwest': {'lat': 38.72838666970851, 'lng': 43.4957671197085}}}, 'place_id': 'ChIJOyId6pxYEkAR0Eg_g-vQiCc', 'types': ['route']}",Tu?ba,Turkey,"38.721,43.508",2011
2215,10/23/2011,10:48:17,38.751,43.595,Earthquake,9.0,,127.0,5.6,MB,,61.0,75.4,,,,USP000J9RS,US,ISK,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Van Merkez', 'short_name': 'Van Merkez', 'types': ['colloquial_area', 'political']}, {'long_name': 'A?a??gölalan Mahallesi', 'short_name': 'A?a??gölalan Mahallesi', 'types': ['administrative_area_level_4', 'political']}, {'long_name': '?pekyolu', 'short_name': '?pekyolu', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Van', 'short_name': 'Van', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Turkey', 'short_name': 'TR', 'types': ['country', 'political']}, {'long_name': '65250', 'short_name': '65250', 'types': ['postal_code']}], 'formatted_address': 'A?a??gölalan Mahallesi, Unnamed Road, 65250 ?pekyolu/Van, Turkey', 'geometry': {'bounds': {'northeast': {'lat': 38.7417709, 'lng': 43.60355089999999}, 'southwest': {'lat': 38.7402536, 'lng': 43.5962308}}, 'location': {'lat': 38.7413331, 'lng': 43.5997996}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 38.74236123029149, 'lng': 43.60355089999999}, 'southwest': {'lat': 38.73966326970849, 'lng': 43.5962308}}}, 'place_id': 'ChIJ-Ye_8XlXEkARqNw0uKNFvNo', 'types': ['route']}",?pekyolu,Turkey,"38.751,43.595",2011
2216,10/23/2011,10:56:49,38.814,43.446000000000005,Earthquake,5.0,,324.0,5.6,MB,,207.0,21.3,,,,USP000J9RV,US,ISK,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Van Merkez', 'short_name': 'Van Merkez', 'types': ['colloquial_area', 'political']}, {'long_name': 'Gedikbulak Mahallesi', 'short_name': 'Gedikbulak Mahallesi', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Tu?ba', 'short_name': 'Tu?ba', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Van', 'short_name': 'Van', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Turkey', 'short_name': 'TR', 'types': ['country', 'political']}, {'long_name': '65090', 'short_name': '65090', 'types': ['postal_code']}], 'formatted_address': 'Gedikbulak Mahallesi, Unnamed Road, 65090 Tu?ba/Van, Turkey', 'geometry': {'bounds': {'northeast': {'lat': 38.8181793, 'lng': 43.4757265}, 'southwest': {'lat': 38.8123614, 'lng': 43.4676139}}, 'location': {'lat': 38.8154046, 'lng': 43.4719553}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 38.8181793, 'lng': 43.4757265}, 'southwest': {'lat': 38.8123614, 'lng': 43.4676139}}}, 'place_id': 'ChIJObQzpj76EkAR8qiEEwELBrQ', 'types': ['route']}",Tu?ba,Turkey,"38.814,43.446",2011
2217,10/23/2011,11:32:41,38.809,43.3,Earthquake,5.0,,512.0,5.7,MB,,285.0,14.1,,,,USP000J9S2,US,ISK,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Van Merkez', 'short_name': 'Van Merkez', 'types': ['colloquial_area', 'political']}, {'long_name': 'Ye?ilsu Mahallesi', 'short_name': 'Ye?ilsu Mahallesi', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Tu?ba', 'short_name': 'Tu?ba', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Van', 'short_name': 'Van', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Turkey', 'short_name': 'TR', 'types': ['country', 'political']}, {'long_name': '65090', 'short_name': '65090', 'types': ['postal_code']}], 'formatted_address': 'Ye?ilsu Mahallesi, Unnamed Road, 65090 Tu?ba/Van, Turkey', 'geometry': {'bounds': {'northeast': {'lat': 38.8078271, 'lng': 43.29490089999999}, 'southwest': {'lat': 38.8049879, 'lng': 43.2927232}}, 'location': {'lat': 38.8063625, 'lng': 43.2931581}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 38.8078271, 'lng': 43.2951610302915}, 'southwest': {'lat': 38.8049879, 'lng': 43.2924630697085}}}, 'place_id': 'ChIJFREphhLuEkARlNjp5-10VtI', 'types': ['route']}",Tu?ba,Turkey,"38.809,43.3",2011
2218,10/23/2011,20:45:35,38.634,43.077,Earthquake,5.0,,408.0,5.9,MWW,,,19.6,,,,USP000J9T8,US,ISK,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Van Merkez', 'short_name': 'Van Merkez', 'types': ['colloquial_area', 'political']}, {'long_name': 'Mollakas?m Mahallesi', 'short_name': 'Mollakas?m Mahallesi', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Tu?ba', 'short_name': 'Tu?ba', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Van', 'short_name': 'Van', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Turkey', 'short_name': 'TR', 'types': ['country', 'political']}, {'long_name': '65090', 'short_name': '65090', 'types': ['postal_code']}], 'formatted_address': 'Mollakas?m Mahallesi, Unnamed Road, 65090 Tu?ba/Van, Turkey', 'geometry': {'bounds': {'northeast': {'lat': 38.61577219999999, 'lng': 43.1099386}, 'southwest': {'lat': 38.6141887, 'lng': 43.1057842}}, 'location': {'lat': 38.614744, 'lng': 43.1060559}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 38.6163294302915, 'lng': 43.1099386}, 'southwest': {'lat': 38.6136314697085, 'lng': 43.1057842}}}, 'place_id': 'ChIJy4ZGoNaFEkAR1Bl2-0V7t6o', 'types': ['route']}",Tu?ba,Turkey,"38.634,43.077",2011
2219,10/25/2011,3:24:50,52.159,-171.826,Earthquake,38.0,,646.0,5.7,MWW,,,49.0,,,1.19,USP000J9VK,US,US,US,Reviewed,"{'address_components': [{'long_name': 'United States', 'short_name': 'US', 'types': ['country', 'political']}], 'formatted_address': 'United States', 'geometry': {'bounds': {'northeast': {'lat': 71.5388001, 'lng': -66.885417}, 'southwest': {'lat': 18.7763, 'lng': 170.5957}}, 'location': {'lat': 37.09024, 'lng': -95.712891}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 49.38, 'lng': -66.94}, 'southwest': {'lat': 25.82, 'lng': -124.39}}}, 'place_id': 'ChIJCzYy5IS16lQRQrfeQ5K5Oxw', 'types': ['country', 'political']}",,United States,"52.159,-171.826",2011
2220,10/25/2011,14:55:08,38.811,43.623000000000005,Earthquake,14.0,,419.0,5.6,MWW,,,19.7,,,0.91,USP000J9W5,US,US,US,Reviewed,{},,,"38.811,43.623",2011
2221,10/27/2011,0:15:25,-17.941,-179.53099999999998,Earthquake,602.9,,465.0,6.0,MWW,,,18.9,,,0.86,USP000J9YN,US,US,US,Reviewed,{},,,"-17.941,-179.531",2011
2222,10/28/2011,18:54:34,-14.437999999999999,-75.96600000000001,Earthquake,24.0,,474.0,6.9,MWW,,,46.5,,,1.0,USP000JA1P,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Ica', 'short_name': 'Ica', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ica', 'short_name': 'Ica', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Peru', 'short_name': 'PE', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Peru', 'geometry': {'bounds': {'northeast': {'lat': -14.4193115, 'lng': -75.912416}, 'southwest': {'lat': -14.4532778, 'lng': -75.9210205}}, 'location': {'lat': -14.4385751, 'lng': -75.9178077}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -14.4193115, 'lng': -75.912416}, 'southwest': {'lat': -14.4532778, 'lng': -75.9210205}}}, 'place_id': 'ChIJvUjszOvPEJERMKIOjIg19Vo', 'types': ['route']}",Ica,Peru,"-14.438,-75.966",2011
2223,10/28/2011,19:01:02,-14.379000000000001,-75.998,Earthquake,22.3,10.0,252.0,5.6,MB,,189.0,90.1,,,0.83,USP000JA1Q,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Ica', 'short_name': 'Ica', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ica', 'short_name': 'Ica', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Peru', 'short_name': 'PE', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Peru', 'geometry': {'bounds': {'northeast': {'lat': -14.3519477, 'lng': -75.9210205}, 'southwest': {'lat': -14.4193115, 'lng': -75.9647727}}, 'location': {'lat': -14.3868879, 'lng': -75.9510031}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -14.3519477, 'lng': -75.9210205}, 'southwest': {'lat': -14.4193115, 'lng': -75.9647727}}}, 'place_id': 'ChIJ9xx2u03EEJERkKLImZDj-jk', 'types': ['route']}",Ica,Peru,"-14.379,-75.998",2011
2224,10/28/2011,23:46:02,-14.512,-75.844,Earthquake,10.0,,355.0,5.6,MWC,,,68.8,,,0.85,USP000JA21,US,US,GCMT,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Ica', 'short_name': 'Ica', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Ica', 'short_name': 'Ica', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Peru', 'short_name': 'PE', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Peru', 'geometry': {'bounds': {'northeast': {'lat': -14.3519477, 'lng': -75.9210205}, 'southwest': {'lat': -14.4193115, 'lng': -75.9647727}}, 'location': {'lat': -14.3868879, 'lng': -75.9510031}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -14.3519477, 'lng': -75.9210205}, 'southwest': {'lat': -14.4193115, 'lng': -75.9647727}}}, 'place_id': 'ChIJ9xx2u03EEJERkKLImZDj-jk', 'types': ['route']}",Ica,Peru,"-14.512,-75.844",2011
2225,10/30/2011,3:23:46,25.372,122.866,Earthquake,224.2,,357.0,5.7,MWB,,,32.3,,,0.92,USP000JA40,US,US,US,Reviewed,{},,,"25.372,122.866",2011
2226,10/30/2011,11:52:27,-3.2489999999999997,101.345,Earthquake,36.0,,376.0,5.6,MWB,,,18.7,,,0.96,USP000JA4Q,US,US,US,Reviewed,{},,,"-3.249,101.345",2011
2227,10/30/2011,18:53:43,-25.741,-70.959,Earthquake,47.1,,272.0,5.7,MWB,,,43.3,,,,USP000JA4Z,US,GUC,US,Reviewed,"{'address_components': [{'long_name': 'Chile', 'short_name': 'CL', 'types': ['country', 'political']}], 'formatted_address': 'Chile', 'geometry': {'bounds': {'northeast': {'lat': -17.4983293, 'lng': -66.3327}, 'southwest': {'lat': -56.1455, 'lng': -110.0281}}, 'location': {'lat': -35.675147, 'lng': -71.542969}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': -17.4983293, 'lng': -66.3327}, 'southwest': {'lat': -56.1455, 'lng': -110.0281}}}, 'place_id': 'ChIJL68lBEHFYpYRHbkCERPhBQU', 'types': ['country', 'political']}",,Chile,"-25.741,-70.959",2011
2228,10/31/2011,4:45:44,-23.346,-114.963,Earthquake,10.0,,167.0,5.5,MWC,,,64.2,,,0.96,USP000JA5B,US,US,GCMT,Reviewed,{},,,"-23.346,-114.963",2011
2229,10/31/2011,7:16:22,52.36600000000001,177.93200000000002,Earthquake,159.0,2.0,609.0,5.8,MWW,,,23.5,,,0.82,USP000JA5J,US,US,US,Reviewed,"{'address_components': [{'long_name': 'United States', 'short_name': 'US', 'types': ['country', 'political']}], 'formatted_address': 'United States', 'geometry': {'bounds': {'northeast': {'lat': 71.5388001, 'lng': -66.885417}, 'southwest': {'lat': 18.7763, 'lng': 170.5957}}, 'location': {'lat': 37.09024, 'lng': -95.712891}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 49.38, 'lng': -66.94}, 'southwest': {'lat': 25.82, 'lng': -124.39}}}, 'place_id': 'ChIJCzYy5IS16lQRQrfeQ5K5Oxw', 'types': ['country', 'political']}",,United States,"52.366,177.932",2011
2230,11/1/2011,0:21:28,43.648,82.43700000000001,Earthquake,28.0,,512.0,5.6,MWW,,,16.1,,,0.78,USP000JA68,US,US,US,Reviewed,"{'address_components': [{'long_name': '218 Guo Dao', 'short_name': 'G218', 'types': ['route']}, {'long_name': 'Nileke Xian', 'short_name': 'Nileke Xian', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Yili Hasakezizhizhou', 'short_name': 'Yili Hasakezizhizhou', 'types': ['locality', 'political']}, {'long_name': 'Xinjiang Weiwuerzizhiqu', 'short_name': 'Xinjiang Weiwuerzizhiqu', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'China', 'short_name': 'CN', 'types': ['country', 'political']}], 'formatted_address': '218 Guo Dao, Nileke Xian, Yili Hasakezizhizhou, Xinjiang Weiwuerzizhiqu, China', 'geometry': {'bounds': {'northeast': {'lat': 43.61208389999999, 'lng': 82.5613284}, 'southwest': {'lat': 43.5842584, 'lng': 82.3716257}}, 'location': {'lat': 43.6024533, 'lng': 82.47225759999999}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 43.61208389999999, 'lng': 82.5613284}, 'southwest': {'lat': 43.5842584, 'lng': 82.3716257}}}, 'place_id': 'ChIJnxuA-nJMdzgRRh5btgP57Ms', 'types': ['route']}",Yili Hasakezizhizhou,China,"43.648,82.437",2011
2231,11/1/2011,12:32:00,19.831,-109.205,Earthquake,10.0,,401.0,6.3,MWW,,,93.8,,,1.03,USP000JA6T,US,US,US,Reviewed,{},,,"19.831,-109.205",2011
2232,11/2/2011,14:59:28,-55.294,-128.843,Earthquake,10.0,,148.0,6.1,MWW,,,30.2,,,1.04,USP000JA8D,US,US,US,Reviewed,{},,,"-55.294,-128.843",2011
2233,11/4/2011,15:43:43,-15.094000000000001,167.38400000000001,Earthquake,134.1,,220.0,5.8,MWW,,,20.1,,,1.13,USP000JAAY,US,US,US,Reviewed,{},,,"-15.094,167.384",2011
2234,11/5/2011,1:49:19,-18.241,168.304,Earthquake,34.0,,298.0,5.9,MWW,,,18.8,,,1.02,USP000JABR,US,US,US,Reviewed,{},,,"-18.241,168.304",2011
2235,11/5/2011,7:13:58,-23.468000000000004,-70.199,Earthquake,33.0,,260.0,5.7,MWW,,,29.1,,,0.9,USP000JAC1,US,US,US,Reviewed,{},,,"-23.468,-70.199",2011
2236,11/6/2011,3:53:10,35.532,-96.765,Earthquake,5.2,,474.0,5.7,MWW,,,17.1,,,,USP000JADN,US,TUL,US,Reviewed,{},,,"35.532,-96.765",2011
2237,11/6/2011,8:08:13,54.12,-162.549,Earthquake,23.2,,545.0,5.7,MWW,,,45.6,,,,USP000JAE5,US,AEIC,US,Reviewed,"{'address_components': [{'long_name': 'United States', 'short_name': 'US', 'types': ['country', 'political']}], 'formatted_address': 'United States', 'geometry': {'bounds': {'northeast': {'lat': 71.5388001, 'lng': -66.885417}, 'southwest': {'lat': 18.7763, 'lng': 170.5957}}, 'location': {'lat': 37.09024, 'lng': -95.712891}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 49.38, 'lng': -66.94}, 'southwest': {'lat': 25.82, 'lng': -124.39}}}, 'place_id': 'ChIJCzYy5IS16lQRQrfeQ5K5Oxw', 'types': ['country', 'political']}",,United States,"54.12,-162.549",2011
2238,11/7/2011,11:59:31,36.501999999999995,71.102,Earthquake,212.1,4.0,399.0,5.6,MWB,,,15.2,,,0.83,USP000JAH3,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Baharak', 'short_name': 'Baharak', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Badakhshan', 'short_name': 'Badakhshan', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Afghanistan', 'short_name': 'AF', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Afghanistan', 'geometry': {'bounds': {'northeast': {'lat': 36.6262835, 'lng': 71.2426473}, 'southwest': {'lat': 36.5977165, 'lng': 71.1741309}}, 'location': {'lat': 36.606294, 'lng': 71.2063809}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 36.6262835, 'lng': 71.2426473}, 'southwest': {'lat': 36.5977165, 'lng': 71.1741309}}}, 'place_id': 'ChIJhYe6vUutxTgRhud0ELipt6c', 'types': ['route']}",Baharak,Afghanistan,"36.502,71.102",2011
2239,11/7/2011,16:51:25,-63.245,170.735,Earthquake,5.5,15.8,141.0,5.8,MWW,,,41.0,,,1.14,USP000JAHE,US,US,US,Reviewed,{},,,"-63.245,170.735",2011
2240,11/7/2011,22:35:26,11.56,-85.861,Earthquake,177.0,,623.0,6.0,MWW,,,29.2,,,1.12,USP000JAJ2,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Departamento de Rivas', 'short_name': 'Departamento de Rivas', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Nicaragua', 'short_name': 'NI', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Nicaragua', 'geometry': {'bounds': {'northeast': {'lat': 11.5608787, 'lng': -85.8616541}, 'southwest': {'lat': 11.5587922, 'lng': -85.86305949999999}}, 'location': {'lat': 11.5598355, 'lng': -85.8623568}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 11.5611844302915, 'lng': -85.86100781970848}, 'southwest': {'lat': 11.5584864697085, 'lng': -85.8637057802915}}}, 'place_id': 'ChIJu1WZ7pZGdI8R7CBMm7pIQMg', 'types': ['route']}",Departamento de Rivas,Nicaragua,"11.56,-85.861",2011
2241,11/8/2011,2:59:09,27.324,125.62100000000001,Earthquake,224.9,,665.0,6.9,MWW,,,11.7,,,0.97,USP000JAJD,US,US,US,Reviewed,{},,,"27.324,125.621",2011
2242,11/9/2011,19:23:33,38.429,43.229,Earthquake,5.0,,368.0,5.6,MWW,,,19.7,,,,USP000JAMZ,US,ISK,US,Reviewed,"{'address_components': [{'long_name': 'D300', 'short_name': 'D300', 'types': ['route']}, {'long_name': 'Eski Cami Mahallesi', 'short_name': 'Eski Cami Mahallesi', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Edremit', 'short_name': 'Edremit', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Van', 'short_name': 'Van', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Turkey', 'short_name': 'TR', 'types': ['country', 'political']}, {'long_name': '65170', 'short_name': '65170', 'types': ['postal_code']}], 'formatted_address': 'Eski Cami Mahallesi, D300, 65170 Edremit/Van, Turkey', 'geometry': {'bounds': {'northeast': {'lat': 38.4195962, 'lng': 43.2363721}, 'southwest': {'lat': 38.4161055, 'lng': 43.2323697}}, 'location': {'lat': 38.417864, 'lng': 43.2343529}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 38.4195962, 'lng': 43.2363721}, 'southwest': {'lat': 38.4161055, 'lng': 43.2323697}}}, 'place_id': 'ChIJm_8ipWqIDUARtrc_x23MxFI', 'types': ['route']}",Edremit,Turkey,"38.429,43.229",2011
2243,11/9/2011,21:52:20,10.542,146.095,Earthquake,10.5,13.8,328.0,5.7,MWW,,,18.4,,,0.93,USP000JAN7,US,US,US,Reviewed,{},,,"10.542,146.095",2011
2244,11/11/2011,10:41:37,-55.981,-124.439,Earthquake,10.0,,62.0,6.0,MWW,,,49.0,,,1.44,USP000JAPR,US,US,US,Reviewed,{},,,"-55.981,-124.439",2011
2245,11/11/2011,15:02:20,-17.708,-173.095,Earthquake,10.0,,344.0,5.6,MWB,,,44.7,,,1.21,USP000JAPX,US,US,US,Reviewed,{},,,"-17.708,-173.095",2011
2246,11/11/2011,22:50:41,-55.707,-124.32700000000001,Earthquake,10.0,,28.0,5.6,MWC,,,63.6,,,1.2,USP000JAQ9,US,US,GCMT,Reviewed,{},,,"-55.707,-124.327",2011
2247,11/14/2011,4:05:11,-0.9490000000000001,126.91,Earthquake,17.0,,274.0,6.3,MWW,,,27.9,,,1.04,USP000JAV0,US,US,US,Reviewed,{},,,"-0.949,126.91",2011
2248,11/15/2011,7:56:02,-7.482,127.84899999999999,Earthquake,166.0,,464.0,5.5,MWW,,,22.1,,,0.86,USP000JAWE,US,US,US,Reviewed,{},,,"-7.482,127.849",2011
2249,11/15/2011,10:43:52,-0.095,121.914,Earthquake,276.2,3.0,436.0,5.7,MWW,,,12.6,,,0.9,USP000JAWP,US,US,US,Reviewed,{},,,"-0.095,121.914",2011
2250,11/15/2011,23:42:29,-5.28,140.311,Earthquake,12.0,,207.0,5.7,MWW,,,22.6,,,0.99,USP000JAX4,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Gaguop', 'short_name': 'Gaguop', 'types': ['administrative_area_level_4', 'political']}, {'long_name': 'Manggelum', 'short_name': 'Manggelum', 'types': ['administrative_area_level_3', 'political']}, {'long_name': 'Kabupaten Boven Digoel', 'short_name': 'Kabupaten Boven Digoel', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Papua', 'short_name': 'Papua', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Indonesia', 'short_name': 'ID', 'types': ['country', 'political']}, {'long_name': '99665', 'short_name': '99665', 'types': ['postal_code']}], 'formatted_address': 'Unnamed Road, Gaguop, Manggelum, Kabupaten Boven Digoel, Papua 99665, Indonesia', 'geometry': {'bounds': {'northeast': {'lat': -5.311358999999999, 'lng': 140.32468}, 'southwest': {'lat': -5.334671999999999, 'lng': 140.316532}}, 'location': {'lat': -5.3245195, 'lng': 140.3246739}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -5.311358999999999, 'lng': 140.32468}, 'southwest': {'lat': -5.334671999999999, 'lng': 140.316532}}}, 'place_id': 'ChIJuxXgWmxtR2gROkKUNNPyViE', 'types': ['route']}",Kabupaten Boven Digoel,Indonesia,"-5.28,140.311",2011
2251,11/17/2011,1:57:06,-1.702,-81.546,Earthquake,26.6,6.1,499.0,6.0,MWW,,,37.6,,,0.74,USP000JAYV,US,US,US,Reviewed,{},,,"-1.702,-81.546",2011
2252,11/17/2011,6:52:41,8.415,-103.15799999999999,Earthquake,10.0,,186.0,5.6,MWC,,,91.2,,,1.3,USP000JAZ3,US,US,GCMT,Reviewed,{},,,"8.415,-103.158",2011
2253,11/17/2011,13:30:59,13.972999999999999,-91.71799999999999,Earthquake,34.0,,365.0,5.8,MWW,,,66.0,,,1.17,USP000JAZH,US,US,US,Reviewed,{},,,"13.973,-91.718",2011
2254,11/18/2011,4:34:03,-37.423,179.989,Earthquake,33.0,,252.0,5.6,MWW,,,25.9,,,,USP000JB0Z,US,WEL,US,Reviewed,{},,,"-37.423,179.989",2011
2255,11/18/2011,6:00:54,33.704,-38.495,Earthquake,10.0,,384.0,5.7,MWC,,,35.4,,,0.62,USP000JB14,US,US,GCMT,Reviewed,{},,,"33.704,-38.495",2011
2256,11/18/2011,7:51:25,-37.806,179.418,Earthquake,12.0,,335.0,5.8,MWW,,,19.3,,,1.24,USP000JB1J,US,US,US,Reviewed,{},,,"-37.806,179.418",2011
2257,11/19/2011,18:06:24,53.13399999999999,-174.135,Earthquake,214.9,,505.0,5.5,MWW,,,28.0,,,1.15,USP000JB46,US,US,US,Reviewed,"{'address_components': [{'long_name': 'United States', 'short_name': 'US', 'types': ['country', 'political']}], 'formatted_address': 'United States', 'geometry': {'bounds': {'northeast': {'lat': 71.5388001, 'lng': -66.885417}, 'southwest': {'lat': 18.7763, 'lng': 170.5957}}, 'location': {'lat': 37.09024, 'lng': -95.712891}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 49.38, 'lng': -66.94}, 'southwest': {'lat': 25.82, 'lng': -124.39}}}, 'place_id': 'ChIJCzYy5IS16lQRQrfeQ5K5Oxw', 'types': ['country', 'political']}",,United States,"53.134,-174.135",2011
2258,11/20/2011,16:31:39,-2.952,142.138,Earthquake,10.0,,107.0,5.7,MWB,,,21.7,,,1.14,USP000JB5Z,US,US,US,Reviewed,"{'address_components': [{'long_name': 'Unnamed Road', 'short_name': 'Unnamed Road', 'types': ['route']}, {'long_name': 'Sissano', 'short_name': 'Sissano', 'types': ['locality', 'political']}, {'long_name': 'West Sepik Province', 'short_name': 'West Sepik Province', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Papua New Guinea', 'short_name': 'PG', 'types': ['country', 'political']}], 'formatted_address': 'Unnamed Road, Sissano, Papua New Guinea', 'geometry': {'bounds': {'northeast': {'lat': -3.0063843, 'lng': 142.0497894}, 'southwest': {'lat': -3.0123426, 'lng': 142.0458732}}, 'location': {'lat': -3.0094261, 'lng': 142.0479231}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': -3.0063843, 'lng': 142.0497894}, 'southwest': {'lat': -3.0123426, 'lng': 142.0458732}}}, 'place_id': 'ChIJXZ2DVsPVaGgRpI1rSdrIXTY', 'types': ['route']}",Sissano,Papua New Guinea,"-2.952,142.138",2011
